11-Marzo-2018 => Estacion: Belisario;0.31;8.81
12-Marzo-2018 => Estacion: Belisario;0.46;12.94
13-Marzo-2018 => Estacion: Belisario;0.61;24.09
14-Marzo-2018 => Estacion: Belisario;0.51;25.94
15-Marzo-2018 => Estacion: Belisario;0.69;29.9
16-Marzo-2018 => Estacion: Belisario;0.67;31.12
17-Marzo-2018 => Estacion: Belisario;0.59;22.43
18-Marzo-2018 => Estacion: Belisario;0.3;23.41
19-Marzo-2018 => Estacion: Belisario;0.56;18.9
20-Marzo-2018 => Estacion: Belisario;0.55;29.24
21-Marzo-2018 => Estacion: Belisario;0.34;26.28
22-Marzo-2018 => Estacion: Belisario;0.5;20.84
23-Marzo-2018 => Estacion: Belisario;0.77;26.62
24-Marzo-2018 => Estacion: Belisario;0.77;25.12
25-Marzo-2018 => Estacion: Belisario;0.46;16.87
26-Marzo-2018 => Estacion: Belisario;0.54;24.03
27-Marzo-2018 => Estacion: Belisario;0.74;25.82
28-Marzo-2018 => Estacion: Belisario;0.68;27.06
29-Marzo-2018 => Estacion: Belisario;0.67;24.85
30-Marzo-2018 => Estacion: Belisario;0.39;21.05
31-Marzo-2018 => Estacion: Belisario;0.32;15.77
01-Marzo-2018 => Estacion: El Camal;0.68;23.64
02-Marzo-2018 => Estacion: El Camal;0.88;22.02
03-Marzo-2018 => Estacion: El Camal;0.92;25.31
04-Marzo-2018 => Estacion: El Camal;0.58;22.43
05-Marzo-2018 => Estacion: El Camal;0.77;23.83
06-Marzo-2018 => Estacion: El Camal;0.75;24.01
07-Marzo-2018 => Estacion: El Camal;0.92;23.04
08-Marzo-2018 => Estacion: El Camal;0.73;21.99
09-Marzo-2018 => Estacion: El Camal;0.83;21
10-Marzo-2018 => Estacion: El Camal;0.5;20.04
11-Marzo-2018 => Estacion: El Camal;0.49;13.71
12-Marzo-2018 => Estacion: El Camal;0.48;14.93
13-Marzo-2018 => Estacion: El Camal;0.81;20.5
14-Marzo-2018 => Estacion: El Camal;0.67;23.49
15-Marzo-2018 => Estacion: El Camal;0.92;27.89
16-Marzo-2018 => Estacion: El Camal;0.94;36.37
17-Marzo-2018 => Estacion: El Camal;1.05;35.78
18-Marzo-2018 => Estacion: El Camal;0.66;28.8
19-Marzo-2018 => Estacion: El Camal;0.86;20.09
20-Marzo-2018 => Estacion: El Camal;0.9;31.03
21-Marzo-2018 => Estacion: El Camal;0.83;29.51
22-Marzo-2018 => Estacion: El Camal;0.78;23.45
23-Marzo-2018 => Estacion: El Camal;0.97;24.47
24-Marzo-2018 => Estacion: El Camal;1.38;30.08
25-Marzo-2018 => Estacion: El Camal;0.97;27.94
26-Marzo-2018 => Estacion: El Camal;0.84;25.74
27-Marzo-2018 => Estacion: El Camal;1.04;29.02
28-Marzo-2018 => Estacion: El Camal;0.91;30.01
29-Marzo-2018 => Estacion: El Camal;1.12;29.61
30-Marzo-2018 => Estacion: El Camal;0.91;26.03
31-Marzo-2018 => Estacion: El Camal;0.93;20.34
01-Marzo-2018 => Estacion: Centro;0.6;23.24
02-Marzo-2018 => Estacion: Centro;0.74;21.05
03-Marzo-2018 => Estacion: Centro;0.73;24.49
04-Marzo-2018 => Estacion: Centro;0.47;18.75
05-Marzo-2018 => Estacion: Centro;0.52;17.17
06-Marzo-2018 => Estacion: Centro;0.54;17.54
07-Marzo-2018 => Estacion: Centro;0.71;21.15
08-Marzo-2018 => Estacion: Centro;0.64;18.52
09-Marzo-2018 => Estacion: Centro;0.65;18.01
10-Marzo-2018 => Estacion: Centro;0.4;18.07
11-Marzo-2018 => Estacion: Centro;0.46;9.66
12-Marzo-2018 => Estacion: Centro;0.53;13.52
13-Marzo-2018 => Estacion: Centro;0.85;24.12
14-Marzo-2018 => Estacion: Centro;0.58;24.56
15-Marzo-2018 => Estacion: Centro;0.96;27.96
16-Marzo-2018 => Estacion: Centro;0.89;29.38
17-Marzo-2018 => Estacion: Centro;1.09;24.73
18-Marzo-2018 => Estacion: Centro;0.71;24.57
19-Marzo-2018 => Estacion: Centro;0.73;17.16
20-Marzo-2018 => Estacion: Centro;0.7;28.57
21-Marzo-2018 => Estacion: Centro;0.57;25.67
22-Marzo-2018 => Estacion: Centro;0.68;19.5
23-Marzo-2018 => Estacion: Centro;0.98;28.47
24-Marzo-2018 => Estacion: Centro;1.22;27.93
25-Marzo-2018 => Estacion: Centro;0.9;20.64
26-Marzo-2018 => Estacion: Centro;0.91;24.84
27-Marzo-2018 => Estacion: Centro;1.13;27.01
28-Marzo-2018 => Estacion: Centro;0.81;28.08
29-Marzo-2018 => Estacion: Centro;0.64;26.32
30-Marzo-2018 => Estacion: Centro;0.39;21.68
31-Marzo-2018 => Estacion: Centro;0.37;0
01-Marzo-2018 => Estacion: Guamani;0.85;0
02-Marzo-2018 => Estacion: Guamani;0.73;0
03-Marzo-2018 => Estacion: Guamani;0.79;0
04-Marzo-2018 => Estacion: Guamani;0.69;0
05-Marzo-2018 => Estacion: Guamani;0.79;0
06-Marzo-2018 => Estacion: Guamani;0.64;0
07-Marzo-2018 => Estacion: Guamani;0.51;0
08-Marzo-2018 => Estacion: Guamani;0.7;0
09-Marzo-2018 => Estacion: Guamani;0.61;0
10-Marzo-2018 => Estacion: Guamani;0.46;0
11-Marzo-2018 => Estacion: Guamani;0.72;0
12-Marzo-2018 => Estacion: Guamani;0.55;0
13-Marzo-2018 => Estacion: Guamani;0.67;0
14-Marzo-2018 => Estacion: Guamani;0.57;0
15-Marzo-2018 => Estacion: Guamani;0.83;0
16-Marzo-2018 => Estacion: Guamani;0.8;0
17-Marzo-2018 => Estacion: Guamani;0.74;0
18-Marzo-2018 => Estacion: Guamani;0.57;0
19-Marzo-2018 => Estacion: Guamani;0.67;0
20-Marzo-2018 => Estacion: Guamani;0.73;0
21-Marzo-2018 => Estacion: Guamani;0.71;0
22-Marzo-2018 => Estacion: Guamani;0.75;0
23-Marzo-2018 => Estacion: Guamani;1.03;0
24-Marzo-2018 => Estacion: Guamani;1.17;0
25-Marzo-2018 => Estacion: Guamani;0.87;0
26-Marzo-2018 => Estacion: Guamani;0.74;0
27-Marzo-2018 => Estacion: Guamani;0.86;0
28-Marzo-2018 => Estacion: Guamani;0.75;0
29-Marzo-2018 => Estacion: Guamani;0.93;0
30-Marzo-2018 => Estacion: Guamani;0.89;0
31-Marzo-2018 => Estacion: Guamani;0.88;0
01-Marzo-2018 => Estacion: Los Chillos;0.55;15.37
02-Marzo-2018 => Estacion: Los Chillos;0.72;14.36
03-Marzo-2018 => Estacion: Los Chillos;0.57;15.66
04-Marzo-2018 => Estacion: Los Chillos;0.69;15.69
05-Marzo-2018 => Estacion: Los Chillos;0.64;15.31
06-Marzo-2018 => Estacion: Los Chillos;0.62;11.96
07-Marzo-2018 => Estacion: Los Chillos;0.77;17.33
08-Marzo-2018 => Estacion: Los Chillos;0.65;18.37
09-Marzo-2018 => Estacion: Los Chillos;0.74;15.33
10-Marzo-2018 => Estacion: Los Chillos;0.75;17.1
11-Marzo-2018 => Estacion: Los Chillos;0.65;13
12-Marzo-2018 => Estacion: Los Chillos;0.63;13.53
13-Marzo-2018 => Estacion: Los Chillos;0.71;20.32
14-Marzo-2018 => Estacion: Los Chillos;0.54;25.19
15-Marzo-2018 => Estacion: Los Chillos;0.75;30.94
16-Marzo-2018 => Estacion: Los Chillos;0.66;25.03
17-Marzo-2018 => Estacion: Los Chillos;0.63;21.96
18-Marzo-2018 => Estacion: Los Chillos;0.54;19.34
19-Marzo-2018 => Estacion: Los Chillos;0.7;16.73
20-Marzo-2018 => Estacion: Los Chillos;0.76;23.3
21-Marzo-2018 => Estacion: Los Chillos;0.66;20.61
22-Marzo-2018 => Estacion: Los Chillos;0.7;18.04
23-Marzo-2018 => Estacion: Los Chillos;0.86;21.36
24-Marzo-2018 => Estacion: Los Chillos;0.84;20.83
25-Marzo-2018 => Estacion: Los Chillos;0.74;17.62
26-Marzo-2018 => Estacion: Los Chillos;0.78;21.89
27-Marzo-2018 => Estacion: Los Chillos;0.94;24.26
28-Marzo-2018 => Estacion: Los Chillos;0.77;23.46
29-Marzo-2018 => Estacion: Los Chillos;0.76;24.13
30-Marzo-2018 => Estacion: Los Chillos;0.69;17.55
31-Marzo-2018 => Estacion: Los Chillos;0.66;15.05
01-Abril-2018 => Estacion: Cotocollao;0.62;8.27
02-Abril-2018 => Estacion: Cotocollao;0.7;9.98
03-Abril-2018 => Estacion: Cotocollao;0.92;19.34
04-Abril-2018 => Estacion: Cotocollao;0.84;18.99
05-Abril-2018 => Estacion: Cotocollao;0.78;16.93
06-Abril-2018 => Estacion: Cotocollao;0.76;13.36
07-Abril-2018 => Estacion: Cotocollao;0.91;20.82
08-Abril-2018 => Estacion: Cotocollao;0.67;17.13
09-Abril-2018 => Estacion: Cotocollao;0.71;16.65
10-Abril-2018 => Estacion: Cotocollao;0.65;16.15
11-Abril-2018 => Estacion: Cotocollao;0.91;21.15
12-Abril-2018 => Estacion: Cotocollao;0.66;20.97
13-Abril-2018 => Estacion: Cotocollao;0.78;19.37
14-Abril-2018 => Estacion: Cotocollao;0.82;20.35
15-Abril-2018 => Estacion: Cotocollao;0.67;19.83
16-Abril-2018 => Estacion: Cotocollao;0.54;18.48
17-Abril-2018 => Estacion: Cotocollao;0.55;17.06
18-Abril-2018 => Estacion: Cotocollao;0.57;18.45
19-Abril-2018 => Estacion: Cotocollao;0.43;20.95
20-Abril-2018 => Estacion: Cotocollao;0.62;20.88
21-Abril-2018 => Estacion: Cotocollao;0.65;14.69
22-Abril-2018 => Estacion: Cotocollao;0.48;15.95
23-Abril-2018 => Estacion: Cotocollao;0.54;14.14
24-Abril-2018 => Estacion: Cotocollao;0.63;21.14
25-Abril-2018 => Estacion: Cotocollao;0.61;22.22
26-Abril-2018 => Estacion: Cotocollao;0.72;21.74
27-Abril-2018 => Estacion: Cotocollao;0.82;26.97
28-Abril-2018 => Estacion: Cotocollao;0.88;23.91
29-Abril-2018 => Estacion: Cotocollao;0.88;19.89
30-Abril-2018 => Estacion: Cotocollao;0.77;16.89
01-Abril-2018 => Estacion: Carapungo;0.46;10.56
02-Abril-2018 => Estacion: Carapungo;0.43;11.03
03-Abril-2018 => Estacion: Carapungo;0.56;17.44
04-Abril-2018 => Estacion: Carapungo;0.52;17.05
05-Abril-2018 => Estacion: Carapungo;0.65;21.18
06-Abril-2018 => Estacion: Carapungo;0.51;19.54
07-Abril-2018 => Estacion: Carapungo;0.59;24.35
08-Abril-2018 => Estacion: Carapungo;0.51;20.45
09-Abril-2018 => Estacion: Carapungo;0.42;17.24
10-Abril-2018 => Estacion: Carapungo;0.45;15.19
11-Abril-2018 => Estacion: Carapungo;0.76;26.29
12-Abril-2018 => Estacion: Carapungo;0.57;29.88
13-Abril-2018 => Estacion: Carapungo;0.48;22.11
14-Abril-2018 => Estacion: Carapungo;0.67;21.51
15-Abril-2018 => Estacion: Carapungo;0.73;26.37
16-Abril-2018 => Estacion: Carapungo;0.49;21.81
17-Abril-2018 => Estacion: Carapungo;0.38;19
18-Abril-2018 => Estacion: Carapungo;0.42;19.45
19-Abril-2018 => Estacion: Carapungo;0.39;27.58
20-Abril-2018 => Estacion: Carapungo;0.52;27.22
21-Abril-2018 => Estacion: Carapungo;0.44;17.2
22-Abril-2018 => Estacion: Carapungo;0.37;16.18
23-Abril-2018 => Estacion: Carapungo;0.39;17.13
24-Abril-2018 => Estacion: Carapungo;0.46;28.34
25-Abril-2018 => Estacion: Carapungo;0.38;28.96
26-Abril-2018 => Estacion: Carapungo;0.48;24.01
27-Abril-2018 => Estacion: Carapungo;0.5;26.87
28-Abril-2018 => Estacion: Carapungo;0.67;23.88
29-Abril-2018 => Estacion: Carapungo;1.06;29.19
30-Abril-2018 => Estacion: Carapungo;0.65;25.38
01-Abril-2018 => Estacion: Belisario;0.37;10.54
02-Abril-2018 => Estacion: Belisario;0.6;14.57
03-Abril-2018 => Estacion: Belisario;0.86;19.93
04-Abril-2018 => Estacion: Belisario;0.77;19.2
05-Abril-2018 => Estacion: Belisario;0.86;17.44
06-Abril-2018 => Estacion: Belisario;0.74;16.8
07-Abril-2018 => Estacion: Belisario;0.65;19.91
08-Abril-2018 => Estacion: Belisario;0.42;18.13
09-Abril-2018 => Estacion: Belisario;0.56;15.78
10-Abril-2018 => Estacion: Belisario;0.52;16.11
11-Abril-2018 => Estacion: Belisario;0.78;23.74
12-Abril-2018 => Estacion: Belisario;0.52;21.83
13-Abril-2018 => Estacion: Belisario;0.73;19.05
14-Abril-2018 => Estacion: Belisario;0.79;17.27
15-Abril-2018 => Estacion: Belisario;0.57;16.93
16-Abril-2018 => Estacion: Belisario;0.92;18.28
17-Abril-2018 => Estacion: Belisario;0.83;18.68
18-Abril-2018 => Estacion: Belisario;0.79;16
19-Abril-2018 => Estacion: Belisario;0.72;13.64
20-Abril-2018 => Estacion: Belisario;0.73;9.65
21-Abril-2018 => Estacion: Belisario;0.89;19.26
22-Abril-2018 => Estacion: Belisario;0.6;17.13
23-Abril-2018 => Estacion: Belisario;0.72;14.27
24-Abril-2018 => Estacion: Belisario;0.89;22.79
25-Abril-2018 => Estacion: Belisario;0.88;23.13
26-Abril-2018 => Estacion: Belisario;1.15;27.22
27-Abril-2018 => Estacion: Belisario;1;28.67
28-Abril-2018 => Estacion: Belisario;0.91;24.06
29-Abril-2018 => Estacion: Belisario;0.85;17.44
30-Abril-2018 => Estacion: Belisario;0.79;15.44
01-Abril-2018 => Estacion: El Camal;0.89;17.65
02-Abril-2018 => Estacion: El Camal;0.98;21.04
03-Abril-2018 => Estacion: El Camal;1.18;23.83
04-Abril-2018 => Estacion: El Camal;0.97;24.1
05-Abril-2018 => Estacion: El Camal;1.16;29.72
06-Abril-2018 => Estacion: El Camal;1;26.19
07-Abril-2018 => Estacion: El Camal;1.35;32.73
08-Abril-2018 => Estacion: El Camal;0.92;29.44
09-Abril-2018 => Estacion: El Camal;0.98;25.02
10-Abril-2018 => Estacion: El Camal;0.95;24.01
11-Abril-2018 => Estacion: El Camal;1.25;35.41
12-Abril-2018 => Estacion: El Camal;0.9;38.54
13-Abril-2018 => Estacion: El Camal;0.66;26.28
14-Abril-2018 => Estacion: El Camal;1.3;26.85
15-Abril-2018 => Estacion: El Camal;0.61;27.27
16-Abril-2018 => Estacion: El Camal;0.75;27.16
17-Abril-2018 => Estacion: El Camal;0.68;26.28
18-Abril-2018 => Estacion: El Camal;0.51;22.66
19-Abril-2018 => Estacion: El Camal;0.45;20.06
20-Abril-2018 => Estacion: El Camal;0.49;18.37
21-Abril-2018 => Estacion: El Camal;0.11;23.24
23-Abril-2018 => Estacion: El Camal;0.34;18.66
24-Abril-2018 => Estacion: El Camal;0.77;29.92
25-Abril-2018 => Estacion: El Camal;0.64;28.69
26-Abril-2018 => Estacion: El Camal;0.97;28.89
27-Abril-2018 => Estacion: El Camal;0.89;32.43
28-Abril-2018 => Estacion: El Camal;1.02;25.16
29-Abril-2018 => Estacion: El Camal;1.01;27.99
30-Abril-2018 => Estacion: El Camal;0.99;22.34
01-Abril-2018 => Estacion: Centro;0.37;0
02-Abril-2018 => Estacion: Centro;0.62;22.71
03-Abril-2018 => Estacion: Centro;0.6;20.83
04-Abril-2018 => Estacion: Centro;0.49;18.13
05-Abril-2018 => Estacion: Centro;0.68;19.82
06-Abril-2018 => Estacion: Centro;0.73;17.34
07-Abril-2018 => Estacion: Centro;0.94;21.89
08-Abril-2018 => Estacion: Centro;0.68;20.35
09-Abril-2018 => Estacion: Centro;0.81;17.23
10-Abril-2018 => Estacion: Centro;0.84;18.08
11-Abril-2018 => Estacion: Centro;1.02;25.81
12-Abril-2018 => Estacion: Centro;0.95;23.61
13-Abril-2018 => Estacion: Centro;0.67;20.58
14-Abril-2018 => Estacion: Centro;0.69;17.3
15-Abril-2018 => Estacion: Centro;0.43;16.9
16-Abril-2018 => Estacion: Centro;0.77;19.24
17-Abril-2018 => Estacion: Centro;0.59;18.73
18-Abril-2018 => Estacion: Centro;0.44;14.67
19-Abril-2018 => Estacion: Centro;0.33;13.21
20-Abril-2018 => Estacion: Centro;0.45;11.22
21-Abril-2018 => Estacion: Centro;0.67;19.71
22-Abril-2018 => Estacion: Centro;0.36;18.69
23-Abril-2018 => Estacion: Centro;0.53;12.99
24-Abril-2018 => Estacion: Centro;0.88;19.6
25-Abril-2018 => Estacion: Centro;0.88;19.94
26-Abril-2018 => Estacion: Centro;1.28;25.93
27-Abril-2018 => Estacion: Centro;0.85;29.12
28-Abril-2018 => Estacion: Centro;0.69;21.82
29-Abril-2018 => Estacion: Centro;0.64;16.26
30-Abril-2018 => Estacion: Centro;0.74;17.55
01-Abril-2018 => Estacion: Guamani;0.66;0
02-Abril-2018 => Estacion: Guamani;0.81;0
03-Abril-2018 => Estacion: Guamani;0.93;0
04-Abril-2018 => Estacion: Guamani;0.69;0
05-Abril-2018 => Estacion: Guamani;1;0
06-Abril-2018 => Estacion: Guamani;0.94;0
07-Abril-2018 => Estacion: Guamani;1.27;0
08-Abril-2018 => Estacion: Guamani;0.94;0
09-Abril-2018 => Estacion: Guamani;0.9;0
10-Abril-2018 => Estacion: Guamani;0.67;0
11-Abril-2018 => Estacion: Guamani;1.15;0
12-Abril-2018 => Estacion: Guamani;0.59;0
13-Abril-2018 => Estacion: Guamani;0.51;0
14-Abril-2018 => Estacion: Guamani;0.71;0
15-Abril-2018 => Estacion: Guamani;0.33;0
16-Abril-2018 => Estacion: Guamani;0.47;0
17-Abril-2018 => Estacion: Guamani;0.47;0
18-Abril-2018 => Estacion: Guamani;0.47;0
19-Abril-2018 => Estacion: Guamani;0.14;0
20-Abril-2018 => Estacion: Guamani;0.51;0
21-Abril-2018 => Estacion: Guamani;0.69;0
22-Abril-2018 => Estacion: Guamani;0.62;0
23-Abril-2018 => Estacion: Guamani;0.47;0
24-Abril-2018 => Estacion: Guamani;0.58;0
25-Abril-2018 => Estacion: Guamani;0.56;0
26-Abril-2018 => Estacion: Guamani;0.64;0
27-Abril-2018 => Estacion: Guamani;0.7;0
28-Abril-2018 => Estacion: Guamani;0.84;0
29-Abril-2018 => Estacion: Guamani;0.7;0
30-Abril-2018 => Estacion: Guamani;0.84;0
01-Abril-2018 => Estacion: Los Chillos;0.67;9.68
02-Abril-2018 => Estacion: Los Chillos;0.74;8.83
03-Abril-2018 => Estacion: Los Chillos;0.81;13.2
04-Abril-2018 => Estacion: Los Chillos;0.83;14.04
05-Abril-2018 => Estacion: Los Chillos;0.8;12.75
06-Abril-2018 => Estacion: Los Chillos;0.85;12.12
07-Abril-2018 => Estacion: Los Chillos;0.92;17.06
08-Abril-2018 => Estacion: Los Chillos;0.77;16.27
09-Abril-2018 => Estacion: Los Chillos;0.72;12.52
10-Abril-2018 => Estacion: Los Chillos;0.83;11.61
11-Abril-2018 => Estacion: Los Chillos;0.89;20.41
12-Abril-2018 => Estacion: Los Chillos;0.59;20.79
13-Abril-2018 => Estacion: Los Chillos;0.45;15.75
14-Abril-2018 => Estacion: Los Chillos;0.69;16.45
15-Abril-2018 => Estacion: Los Chillos;0.49;17.51
16-Abril-2018 => Estacion: Los Chillos;0.58;16.84
17-Abril-2018 => Estacion: Los Chillos;0.59;14.6
18-Abril-2018 => Estacion: Los Chillos;0.62;15.3
19-Abril-2018 => Estacion: Los Chillos;0.65;13.87
20-Abril-2018 => Estacion: Los Chillos;0.55;12.05
21-Abril-2018 => Estacion: Los Chillos;0.6;14.76
22-Abril-2018 => Estacion: Los Chillos;0.6;13.49
23-Abril-2018 => Estacion: Los Chillos;0.47;11.89
24-Abril-2018 => Estacion: Los Chillos;0.61;18.8
25-Abril-2018 => Estacion: Los Chillos;0.67;19.79
26-Abril-2018 => Estacion: Los Chillos;0.72;17.75
27-Abril-2018 => Estacion: Los Chillos;0.61;18.79
28-Abril-2018 => Estacion: Los Chillos;0.64;15.77
29-Abril-2018 => Estacion: Los Chillos;0.66;14.52
30-Abril-2018 => Estacion: Los Chillos;0.66;14.05
01-Mayo-2018 => Estacion: Cotocollao;0.76;17.63
02-Mayo-2018 => Estacion: Cotocollao;0.7;16.49
03-Mayo-2018 => Estacion: Cotocollao;0.64;17.02
04-Mayo-2018 => Estacion: Cotocollao;0.53;16.95
05-Mayo-2018 => Estacion: Cotocollao;0.52;14.68
06-Mayo-2018 => Estacion: Cotocollao;0.48;18.32
07-Mayo-2018 => Estacion: Cotocollao;0.74;14.56
08-Mayo-2018 => Estacion: Cotocollao;0.72;20.55
09-Mayo-2018 => Estacion: Cotocollao;0.9;15.5
10-Mayo-2018 => Estacion: Cotocollao;1.14;23.39
11-Mayo-2018 => Estacion: Cotocollao;0.81;23.11
12-Mayo-2018 => Estacion: Cotocollao;0.68;24.44
13-Mayo-2018 => Estacion: Cotocollao;0.58;18.78
14-Mayo-2018 => Estacion: Cotocollao;0.54;14.61
15-Mayo-2018 => Estacion: Cotocollao;0.64;18.1
16-Mayo-2018 => Estacion: Cotocollao;0.63;21.1
17-Mayo-2018 => Estacion: Cotocollao;0.64;17.88
18-Mayo-2018 => Estacion: Cotocollao;0.61;17.12
19-Mayo-2018 => Estacion: Cotocollao;0.69;17.42
20-Mayo-2018 => Estacion: Cotocollao;0.52;19.89
21-Mayo-2018 => Estacion: Cotocollao;0.54;15.56
22-Mayo-2018 => Estacion: Cotocollao;0.66;18.88
23-Mayo-2018 => Estacion: Cotocollao;0.59;19.44
24-Mayo-2018 => Estacion: Cotocollao;0.57;17.11
25-Mayo-2018 => Estacion: Cotocollao;0.56;18.41
26-Mayo-2018 => Estacion: Cotocollao;0.63;16.58
27-Mayo-2018 => Estacion: Cotocollao;0.71;16.34
28-Mayo-2018 => Estacion: Cotocollao;0.7;18.23
29-Mayo-2018 => Estacion: Cotocollao;0.63;20.42
30-Mayo-2018 => Estacion: Cotocollao;0.69;21.53
31-Mayo-2018 => Estacion: Cotocollao;0.87;21.79
01-Mayo-2018 => Estacion: Carapungo;0.68;22.9
02-Mayo-2018 => Estacion: Carapungo;0.72;21.04
03-Mayo-2018 => Estacion: Carapungo;0.68;24.15
04-Mayo-2018 => Estacion: Carapungo;0.47;21.36
05-Mayo-2018 => Estacion: Carapungo;0.5;17.32
06-Mayo-2018 => Estacion: Carapungo;0.37;20.65
07-Mayo-2018 => Estacion: Carapungo;0.71;17.53
08-Mayo-2018 => Estacion: Carapungo;0.7;27.49
09-Mayo-2018 => Estacion: Carapungo;0.76;19.91
10-Mayo-2018 => Estacion: Carapungo;0.88;27.56
11-Mayo-2018 => Estacion: Carapungo;0.78;25.56
12-Mayo-2018 => Estacion: Carapungo;0.63;28.39
13-Mayo-2018 => Estacion: Carapungo;0.52;21.69
14-Mayo-2018 => Estacion: Carapungo;0.63;19.31
15-Mayo-2018 => Estacion: Carapungo;0.62;19.67
16-Mayo-2018 => Estacion: Carapungo;0.39;22.74
17-Mayo-2018 => Estacion: Carapungo;0.62;22.91
18-Mayo-2018 => Estacion: Carapungo;0.49;22.33
19-Mayo-2018 => Estacion: Carapungo;0.59;18.91
20-Mayo-2018 => Estacion: Carapungo;0.47;21.98
21-Mayo-2018 => Estacion: Carapungo;0.52;16.46
22-Mayo-2018 => Estacion: Carapungo;0.45;22.45
23-Mayo-2018 => Estacion: Carapungo;0.31;22.95
24-Mayo-2018 => Estacion: Carapungo;0.52;19.7
25-Mayo-2018 => Estacion: Carapungo;0.44;21.42
26-Mayo-2018 => Estacion: Carapungo;0.46;20.47
27-Mayo-2018 => Estacion: Carapungo;0.55;18.69
28-Mayo-2018 => Estacion: Carapungo;0.47;20.17
29-Mayo-2018 => Estacion: Carapungo;0.49;24.35
30-Mayo-2018 => Estacion: Carapungo;0.58;26.27
31-Mayo-2018 => Estacion: Carapungo;0.73;26.93
01-Mayo-2018 => Estacion: Belisario;0.82;18.5
02-Mayo-2018 => Estacion: Belisario;1.02;17.78
03-Mayo-2018 => Estacion: Belisario;1.04;21.2
04-Mayo-2018 => Estacion: Belisario;1.01;23.74
05-Mayo-2018 => Estacion: Belisario;0.82;21.19
06-Mayo-2018 => Estacion: Belisario;0.65;18.68
07-Mayo-2018 => Estacion: Belisario;0.94;14.76
08-Mayo-2018 => Estacion: Belisario;0.81;19.43
09-Mayo-2018 => Estacion: Belisario;1.01;18.07
10-Mayo-2018 => Estacion: Belisario;1.09;22.73
11-Mayo-2018 => Estacion: Belisario;1.06;24.64
12-Mayo-2018 => Estacion: Belisario;0.78;24.64
13-Mayo-2018 => Estacion: Belisario;0.61;16.34
14-Mayo-2018 => Estacion: Belisario;0.9;20.18
15-Mayo-2018 => Estacion: Belisario;0.82;20.23
16-Mayo-2018 => Estacion: Belisario;0.82;19.34
17-Mayo-2018 => Estacion: Belisario;0.78;19.1
18-Mayo-2018 => Estacion: Belisario;0.91;19.01
19-Mayo-2018 => Estacion: Belisario;0.9;19.2
20-Mayo-2018 => Estacion: Belisario;0.7;23.39
21-Mayo-2018 => Estacion: Belisario;0.77;17.66
22-Mayo-2018 => Estacion: Belisario;0.84;20.7
23-Mayo-2018 => Estacion: Belisario;0.72;21.94
24-Mayo-2018 => Estacion: Belisario;0.8;19.15
25-Mayo-2018 => Estacion: Belisario;0.63;21.36
26-Mayo-2018 => Estacion: Belisario;0.6;18.12
27-Mayo-2018 => Estacion: Belisario;0.66;16.88
28-Mayo-2018 => Estacion: Belisario;0.75;19.34
29-Mayo-2018 => Estacion: Belisario;0.74;21.73
30-Mayo-2018 => Estacion: Belisario;0.79;20.54
31-Mayo-2018 => Estacion: Belisario;0.84;21.68
01-Mayo-2018 => Estacion: El Camal;1.02;27.89
02-Mayo-2018 => Estacion: El Camal;1.16;25.55
03-Mayo-2018 => Estacion: El Camal;1.05;28.46
04-Mayo-2018 => Estacion: El Camal;0.99;30.09
05-Mayo-2018 => Estacion: El Camal;0.82;27.26
06-Mayo-2018 => Estacion: El Camal;0.72;19.62
07-Mayo-2018 => Estacion: El Camal;0.88;23.19
08-Mayo-2018 => Estacion: El Camal;0.87;27.84
09-Mayo-2018 => Estacion: El Camal;1.3;26.22
10-Mayo-2018 => Estacion: El Camal;1.37;30.9
11-Mayo-2018 => Estacion: El Camal;1.1;34.04
12-Mayo-2018 => Estacion: El Camal;1.07;30.59
13-Mayo-2018 => Estacion: El Camal;0.94;24.15
14-Mayo-2018 => Estacion: El Camal;0.86;25.74
15-Mayo-2018 => Estacion: El Camal;0.81;22.46
16-Mayo-2018 => Estacion: El Camal;1.21;24.71
17-Mayo-2018 => Estacion: El Camal;0.85;27.91
18-Mayo-2018 => Estacion: El Camal;0.9;24.87
19-Mayo-2018 => Estacion: El Camal;0.98;23.19
20-Mayo-2018 => Estacion: El Camal;1.07;30.1
21-Mayo-2018 => Estacion: El Camal;0.65;27.37
22-Mayo-2018 => Estacion: El Camal;1.05;30.44
23-Mayo-2018 => Estacion: El Camal;0.84;28.44
24-Mayo-2018 => Estacion: El Camal;0.99;29.98
25-Mayo-2018 => Estacion: El Camal;0.92;29.13
26-Mayo-2018 => Estacion: El Camal;1.03;24.99
27-Mayo-2018 => Estacion: El Camal;1.02;27.7
28-Mayo-2018 => Estacion: El Camal;1.02;29.44
29-Mayo-2018 => Estacion: El Camal;0.83;46.68
30-Mayo-2018 => Estacion: El Camal;0.83;0
31-Mayo-2018 => Estacion: El Camal;1.09;0
01-Mayo-2018 => Estacion: Centro;0.8;20.45
02-Mayo-2018 => Estacion: Centro;0.73;19.35
03-Mayo-2018 => Estacion: Centro;0.82;21.79
04-Mayo-2018 => Estacion: Centro;0.45;26.37
05-Mayo-2018 => Estacion: Centro;0.62;22.63
06-Mayo-2018 => Estacion: Centro;0.54;20.24
07-Mayo-2018 => Estacion: Centro;0.59;15.32
08-Mayo-2018 => Estacion: Centro;0.69;19.38
